1,CDM GROSS CHARGE AND CASH PAY SECTION,ProcedureCode,ProcedureDescription,Lawson Number,NDC,Revenue Code,CPT Code,, Default Charge , ER Charge , Inpatient Therapy ,Cash Charge
221,27200725,27200725,"HC TAPE MICROPORE 3""",,,272,,, -   , -   , -   , -   
222,27200753,27200753,HC SPLINT FINGER METAL WITH FOAM,,,272,,, -   , -   , -   , -   
223,27200757,27200757,HC STERILE WATER IRRIGATION,,,272,,, -   , -   , -   , -   
224,27200766,27200766,"HC TEGADERM 4X4 3/4""",,,272,A6257,,13, -   , -   ,5
225,27200773,27200773,HC SUTURE REMOVAL TRAY,,,272,,, -   , -   , -   , -   
226,27200788,27200788,SPLINT FINGER TOAD LARGE (A-ER,,,272,,, -   , -   , -   , -   
227,27200792,27200792,HC ERCP/RETRIEVAL BASKET,,,272,,,571, -   , -   ,228
228,27200800,27200800,HC BALLOON/ERCP RETRIEVAL,,,272,,,668, -   , -   ,267
229,27200807,27200807,HC HEEL WARMER,,,272,,, -   , -   , -   , -   
230,27200808,27200808,HC THERMOMETER REGULAR,,,272,,, -   , -   , -   , -   
231,27200821,27200821,SPLINT KNEE UNIVERSAL 24 (A-E,,,272,,,204, -   , -   ,82
232,27200824,27200824,HC TRACH INNER CANNULA DISP.,,,272,,, -   , -   , -   , -   
233,27200830,27200830,A-LINE RADIAL CATHETER,,,272,,, -   , -   , -   , -   
234,27200832,27200832,HC TRACH TUBE HOLDER,,,272,,, -   , -   , -   , -   
235,27200838,27200838,HC URETH 14F TRAY,,,272,,, -   , -   , -   , -   
236,27200845,27200845,"STERI-STRIP 1/2""",,,272,,, -   , -   , -   , -   
237,27200853,27200853,HC STATLOCK,,,272,,,133, -   , -   ,53
238,27200854,27200854,HC VELCRO WRIST SPLINT,,,272,,,161, -   , -   ,64
239,27200855,27200855,HC CIRCUIT HEATED BAIN (PEDIATRIC),,,272,,,272, -   , -   ,109
240,27200879,27200879,HC VAN ANDLE CATHETER,,,272,C1758,,246, -   , -   ,98
241,27200880,27200880,HC 16F FOLEY TRAY,,,272,,, -   , -   , -   , -   
242,27200883,27200883,CABLE ORTHOPEDIC CABLE-READY STAINLESS STEEL L610 CM OD1.8 MM GRIP STERILE PLATE,2950-07912,,272,,,642, -   , -   ,257
243,27200899,27200899,HC UNNA-S BOOT DRESSING,,,272,,, -   , -   , -   , -   
244,27200910,27200910,HC CIRCUIT MRI VENTILATOR,,,272,,,188, -   , -   ,75
245,27200920,27200920,HC PHILLIPS DEFIB PAD,,,272,,,135, -   , -   ,54
246,27200921,27200921,HC TC MONITORING,,,272,,,526, -   , -   ,210
247,27200932,27200932,SET INSTRUMENT RUSH STAINLESS STEEL SMALL L19 MM WIRE CARRIER LOOP ROD SLOT NONSTERILE LATEX FREE,2950-07829,,272,,,714, -   , -   ,286
248,27200936,27200936,HC CATHETER W/ELECTRODES NAVA,,,272,,,542, -   , -   ,217
249,27200937,27200937,HC DISPOSABLE ET BLADE,,,272,,, -   , -   , -   , -   
250,27200939,27200939,HC TABLE DRAPE,,,272,,, -   , -   , -   , -   
251,27200955,27200955,HC CAPD ULTRA SET DISCONNECT Y-SET,,,272,,, -   , -   , -   , -   
252,27200958,27200958,HC P.E.G. KIT,,,272,,,791, -   , -   ,316
253,27200961,27200961,HC I&D TRAY,,,272,,, -   , -   , -   , -   
254,27200964,27200964,HC XEROFOAM GAUZE DRG 5X9,,,272,A6266,, -   , -   , -   , -   
255,27200992,27200992,RING EXTERNAL FIXATION DFS STAINLESS STEEL ID150 MM 1/3 RING HYBRID EXTERNAL FIXATOR,2950-08169,,272,,,914, -   , -   ,366
256,27201017,27201017,HC IOBAN - 6650 -MEDIUM,,,272,,, -   , -   , -   , -   
257,27201018,27201018,BINDER ABDOMINAL UNIVERSAL L46-62 IN X W9 IN 3 PANEL ELASTIC VELCRO CLOSURE NONS,0900-03300,,272,,,146, -   , -   ,58
258,27201030,27201030,HC WANG BIOPSY NEEDLE,,,272,,,437, -   , -   ,175
259,27201031,27201031,DRAPE 33INX23IN XL ANTIMICROBIAL INCISE IMPREGNATED IOBAN 2 TRANSPARENT STERILE,1410-00026,,272,,, -   , -   , -   , -   
260,27201042,27201042,SYSTEM BONE CEMENT ACM KIT BREAKAWAY NOZZLE STERILE,0900-01654,,272,,,498, -   , -   ,199
261,27201059,27201059,CONNECTOR DIALYSIS QUINTON TITANIUM PERITONEAL 2 PART,0900-03253,,272,,,613, -   , -   ,245
262,27201063,27201063,HC MOUTHPIECE - DISPOSABLE,,,272,,, -   , -   , -   , -   
263,27201067,27201067,ADAPTER CIRCUIT OD15 MM DUAL AXIS SWIVEL FIBEROPTIC BRONCHOSCOPE NONSTERILE LATE,0900-01921,,272,,,116, -   , -   ,46
264,27201075,27201075,ADAPTER ENDOSCOPE TOOMEY STERILE DISPOSABLE,2000-00362,,272,,,364, -   , -   ,146
265,27201088,27201088,HC ADDITIONAL NEEDLE-IV JELCO,,,272,,, -   , -   , -   , -   
266,27201091,27201091,ADAPTER INSTRUMENT UROLOK II BALL FITTING,2000-00267,,272,,,159, -   , -   ,64
267,27201117,27201117,REMOVER ADHESIVE DETACHOL 4 OZ SKIN BOTTLE NONIRRITATING LATEX FREE DISPOSABLE N,0900-00002,,272,,, -   , -   , -   , -   
268,27201118,27201118,HC PELVIC EXAM TRAY,,,272,,, -   , -   , -   , -   
269,27201121,27201121,ALARIS # 11171447,,,272,,, -   , -   , -   , -   
270,27201139,27201139,HC IV SET #47 BLOOD ADMINISTR,,,272,,, -   , -   , -   , -   
271,27201141,27201141,GUIDEWIRE VASCULAR AMPLATZ PTFE L145 CM L6 CM OD.038 IN FLEXIBLE STRAIGHT TIP SU,0340-00235,,272,,,216, -   , -   ,86
272,27201147,27201147,HC MARCON COLON DECOMPRESSION SET,,,272,,,516, -   , -   ,206
273,27201157,27201157,HC TRAY URETHRAL CATH 15FR,,,272,,, -   , -   , -   , -   
274,27201160,27201160,HC SPONGE TRACH SOF-WICK 4X4-BOX,,,272,,,39, -   , -   ,16
275,27201163,27201163,BENDER SURGICAL 1.6 MM K WIRE NONSTERILE PERIARTICULAR DISTAL RADIAL LOCK PLATE,2950-07986,,272,,,"2,126", -   , -   ,850
276,27201167,27201167,HC STERILE IV EXTENSION BAXTER,,,272,,, -   , -   , -   , -   
277,27201177,27201177,BARRIER ADHESION SEPRAFILM SODIUM HYALURONATE CARBOXYMETHYLCELLULOSE L3 IN X W5 IN ABDOMEN PELVIS PROCEDURE PACK BIORESORBABLE MEMBRANE STERILE TRANSLUCENT,3000-00239,,272,C1765,,"2,315", -   , -   ,926
278,27201178,27201178,CLAMP EXTERNAL FIXATION XTRAFIX LARGE L45 MM 2 BAR PIN LATEX FREE BLUE,2950-08147,,272,,,"2,967", -   , -   ,"1,187"
279,27201183,27201183,HC STERILE SPONGE FORCEPS-W.I.C.,,,272,,, -   , -   , -   , -   
280,27201186,27201186,"HC STERI STRIP 1/2""",,,272,,, -   , -   , -   , -   
281,27201187,27201187,CLAMP EXTERNAL FIXATION XTRAFIX LARGE L75 MM 2 BAR PIN LATEX FREE BLUE,2950-08148,,272,,,"3,123", -   , -   ,"1,249"
282,27201191,27201191,HC BAXTER STERILE IV SET,,,272,,, -   , -   , -   , -   
283,27201206,27201206,CATHETER ABLATION HALO90 L160 CM L20 MM X W13 MM OD4 MM ESOPHAGEAL BIPOLAR ELECT,0300-00935,,272,,,"4,196", -   , -   ,"1,678"
284,27201207,27201207,BASKET SPECIMEN RETRIEVAL 230CMX26MM 2.5MM POLYP 3D ROTATABLE LOOP SHEATH TWISTE,0900-08241,,272,,,377, -   , -   ,151
285,27201208,27201208,BAG DRAINAGE RUBBER REGULAR 19 OZ BILIARY T TUBE ADAPTER ADJUSTABLE BELTS STERIL,2000-00041,,272,,, -   , -   , -   , -   
286,27201210,27201210,HC SUTURE REMOVAL SET,,,272,,,13, -   , -   ,5
287,27201216,27201216,BAG DRAINAGE RUBBER SMALL 9 OZ BILIARY T TUBE ADAPTER ADJUSTABLE BELT STERILE LA,2000-00049,,272,,, -   , -   , -   , -   
288,27201218,27201218,FORCEPS BIOPSY RADIAL JAW 4 2.8 MM L240 CM OD2.8 MM ODSEC2.4 MM HOT DISPOSABLE T,0900-08285,,272,,,255, -   , -   ,102
289,27201219,27201219,SNARE STANDARD 240CM 2.4MM 27MM CAPTIVATOR POLYPECTOMY OVAL LOOP ENDOSCOPIC STER,0900-08244,,272,,,192, -   , -   ,77
290,27201220,27201220,SNARE MICRO HEXAGON 240CM 2.4MM 13MM CAPTIVATOR POLYPECTOMY ENDOSCOPIC STERILE D,0900-08247,,272,,,192, -   , -   ,77
291,27201224,27201224,BAG CYSTO UROVIEW BED,,,272,,,201, -   , -   ,80
292,27201225,27201225,HC PADCO PACE PADS,,,272,,,255, -   , -   ,102
293,27201232,27201232,BAG DRAIN BECKER EDMS CSF EXT,,,272,,,299, -   , -   ,120
294,27201233,27201233,HC DIAL-A-FLOW IV,,,272,,, -   , -   , -   , -   
295,27201236,27201236,HC GAUZE SPONGE 2X2 STERILE-BOX,,,272,A6402,,14, -   , -   ,6
296,27201237,27201237,GUIDEWIRE ENDOSCOPIC NAVIPRO HYDROPHILIC .035 IN STRAIGHT L260 CM PANCREATICO BI,0340-01638,,272,,,510, -   , -   ,204
297,27201240,27201240,CONTAINER SPECIMEN STERIGEL 10 L POWDER FLUID COLLECTION,0900-03326,,272,,,171, -   , -   ,68
298,27201244,27201244,HC GAUZE SPONGE 4X4 STERILE-BOX,,,272,A6402,,14, -   , -   ,6
299,27201248,27201248,HC Y CONNECTOR (AKA 4072601248),,,272,,,225, -   , -   ,90
300,27201251,27201251,HC GAUZE SPONGE 4X4 UNSTERILE-PKG.,,,272,A6402,,14, -   , -   ,6
301,27201253,27201253,HC RETURN ELECTRODE MONITORING PAD,,,272,,, -   , -   , -   , -   
302,27201260,27201260,SYSTEM IRRIGATION POWEREASE SOLERA NIM-ECLIPSE CABLE CONNECTOR CORD IPC,2950-07420,,272,,,666, -   , -   ,266
303,27201264,27201264,REAMER SURGICAL 2 MM,2940-26353,,272,,,599, -   , -   ,240
304,27201265,27201265,BAG EXTERNAL DRAINAGE EXACTA 600 ML REPLACEMENT,2960-00611,,272,,,338, -   , -   ,135
305,27201271,27201271,HC ROYAL SKIN STAPLER,,,272,,, -   , -   , -   , -   
306,27201273,27201273,BAG DRAINAGE CURITY MONO-FLO 4 L URETERAL ASPIRATION PORT LATEX,2000-00044,,272,,, -   , -   , -   , -   
307,27201275,27201275,CLIP INTERNAL GEM TITANIUM MICRO CARTRIDGE HEMOSTATIC,0900-10074,,272,,,114, -   , -   ,46
308,27201276,27201276,SPLINT ORTHOPEDIC XL RIGHT FOOT PREFABRICATED,0610-00165,,272,,,249, -   , -   ,100
309,27201278,27201278,SPLINT ORTHOPEDIC POLYPROPYLENE MALE 11-13 XL W2 IN LEFT FOOT POSTERIOR LEAF PREFABRICATED SOFT HOOK LOOP STRAP LATEX FREE TRANSLUCENT,0610-00166,,272,,,249, -   , -   ,100
310,27201279,27201279,HC YANKAUR/SUCTION CATH,,,272,,, -   , -   , -   , -   
311,27201280,27201280,SPLINT ORTHOPEDIC POLYPROPYLENE FEMALE 6-9 W2 IN LEFT PREFABRICATE POSTERIOR LEAF TRANSLUCENT HOOK LOOP STRAP LATEX FREE,0610-00167,,272,,,249, -   , -   ,100
312,27201281,27201281,BAG PRESSURE INFUSION 3 L INTRAVENOUS,0900-03793,,272,,,151, -   , -   ,60
313,27201282,27201282,SPLINT ORTHOPEDIC POLYPROPYLENE MALE 9-11 XL W2 IN RIGHT FOOT POSTERIOR LEAF PREFABRICATED HOOK AND LOOP STRAP AFO LATEX FREE TRANSLUCENT,0610-00168,,272,,,249, -   , -   ,100
314,27201283,27201283,SPLINT ORTHOPEDIC POLYPROPYLENE MALE 9-11 LARGE W2 IN LEFT FOOT POSTERIOR LEAF PREFABRICATED SOFT HOOK LOOP STRAP LATEX FREE TRANSLUCENT,0610-00169,,272,,,249, -   , -   ,100
315,27201284,27201284,SPLINT ORTHOPEDIC POLYPROPYLENE FEMALE 6-9 W2 IN RIGHT PREFABRICATE POSTERIOR LEAF TRANSLUCENT HOOK LOOP STRAP LATEX FREE,0610-00170,,272,,,249, -   , -   ,100
316,27201287,27201287,HC WIRE GUIDE-TEFLON,,,272,C1769,,332, -   , -   ,133
317,27201290,27201290,BLANKET WARMING BAIR HUGGER POLYMER L48 IN X W24 IN UNDER BODY FULL ACCESS DRAPE,0900-09990,,272,,, -   , -   , -   , -   
318,27201294,27201294,SUTURE ABSORBABLE PDS II 3-0 SH L27 IN MONOFILAMENT VIOLET,0740-01238,,272,,, -   , -   , -   , -   
319,27201295,27201295,DRAIN INCISION SILICONE ROUND L5/16 IN OD24 FR RADIOPAQUE 4 FREE FLOW CHANNEL FULL FLUTE STERILE LATEX FREE DISPOSABLE,0900-11224,,272,,,232, -   , -   ,93
320,27201301,27201301,PEN SURGICAL MARKING CONVERTORS WIDE L6 IN SKIN REGULAR TIP RULER WIDE BARRELL KIT STERILE LATEX FREE VIOLET INK WHITE BARREL,0900-11212,,272,,, -   , -   , -   , -   
321,27201302,27201302,MARKER SURGICAL MULTIINK LABEL STERILE,0900-11213,,272,,, -   , -   , -   , -   
322,27201303,27201303,DRAPE SURGICAL CONVERTORS TIBURON U L72 IN X W60 IN L21 IN X W6 IN IMPERVIOUS ADHESIVE STRIP SPLIT STERILE LATEX FREE DISPOSABLE,1700-00123,,272,,, -   , -   , -   , -   
323,27201305,27201305,TAPE SURGICAL 3M MEDIPORE H CLOTH L2 YD X W6 IN HYPOALLERGENIC WATER RESISTANT EASY TEAR PERFORATE ROLL LATEX FREE,0900-11214,,272,,, -   , -   , -   , -   
324,27201306,27201306,TRAP SPECIMEN REMOVAL TRAPEASE QUAD 4 CHAMBER REMOVABLE SAFETY SCREEN ENDOSCOPIC,0900-11172,,272,,, -   , -   , -   , -   
325,27201310,27201310,CABLE PACING L8 FT ATRIAL VENTRICULAR ALLIGATOR CLIP SAFETY CONNECTOR STERILE LATEX DISPOSABLE BEIGE,REPR-00148,,272,,, -   , -   , -   , -   
326,27201314,27201314,GARMENT COMPRESSION FLOWTRON STANDARD UNIVERSAL OD17- IN CALF VENTILATE NONSTERILE DISPOSABLE,REPR-00140,,272,,,113, -   , -   ,45
327,27201315,27201315,HC BAG URINARY DRAINAGE 153509,,,272,,, -   , -   , -   , -   
328,27201318,27201318,CABLE PACING FAS-LOC L6 FT ATRIUM VENTRICLE SCREW DOWN EXTENSION SAFETY CONNECTOR STERILE LATEX FREE DISPOSABLE BEIGE,REPR-00149,,272,,,134, -   , -   ,54
329,27201320,27201320,BLADE SAW STAINLESS STEEL THK.05 IN MEDIUM L3.937 IN X W.984 IN 2 CUT SAGITTAL STERILE,REPR-00144,,272,,,161, -   , -   ,64
330,27201323,27201323,BAG DRAINAGE 2.5 L URINE METER INFECTION CONTROL ANTIREFLUX VALVE LATEX FREE,0900-03408,,272,,,111, -   , -   ,44
331,27201327,27201327,HC INCONTINENT BRIEF-DIAPER-PKG.,,,272,,, -   , -   , -   , -   
332,27201335,27201335,HC INTERLINK INJECTION CAP,,,272,,, -   , -   , -   , -   
333,27201336,27201336,BLADE SHAVER TOMCAT OD4 MM ARTHROSCOPIC STERILE,REPR-00142,,272,,,257, -   , -   ,103
334,27201338,27201338,DEVICE ENDOSCOPIC AMPLIFEYE SMALL OD11-12.5 MM FLEXIBLE DETECTION ARM 1 ROW SECURE FIT STERILE DISPOSABLE,0900-11176,,272,,,277, -   , -   ,111
335,27201340,27201340,HC ADMIN SET VENTED,,,272,,, -   , -   , -   , -   
336,27201341,27201341,HC PROBE ESOPH/TEMP 9FR,,,272,,, -   , -   , -   , -   
337,27201342,27201342,DRAPE RADIOLOGY SORBX L38.5 IN X W36 IN  DIALYSIS ACCESS DECLOTTING RECTANGULAR FENESTRATION L4.5 IN X W9 IN LEAD FREE STERILE DISPOSABLE GREEN,1700-00121,,272,,,215, -   , -   ,86
338,27201344,27201344,FORCEPS BIPOLAR ENDOPATH BABCOCK 360 D L33 CM OD5 MM RATCHET HANDLE ROTATION KNOB STERILE LATEX FREE DISPOSABLE,REPR-00139,,272,,,268, -   , -   ,107
339,27201347,27201347,DEVICE INFLATION SPHERE 15 ATM 60 ML,0900-11171,,272,,,313, -   , -   ,125
340,27201349,27201349,CATHETER EMBOLECTOMY 40CM 4FR FOGARTY 1 LUMEN BALLOON,0310-00252,,272,,,423, -   , -   ,169
341,27201352,27201352,HC BRUSH CYTOLOGY-DISPOSABLE,,,272,,, -   , -   , -   , -   
342,27201353,27201353,FORCEPS ENDOSCOPIC RESCUE W6.5 MM L230 CM OD2.4 MM RAT TOOTH GRASPING CATHETER OPENING DISPOSABLE,3100-06756,,272,,,384, -   , -   ,154
343,27201354,27201354,FORCEPS GRASPING RESCUE L230 CM W8 MM OD2.4 MM RAT TOOTH ALLIGATOR JAW CATHETER COMBO OPTIMAL MANEUVERABILITY,3100-06757,,272,,,436, -   , -   ,174
344,27201355,27201355,KIT CATHETER NEOMAGIC OD1.9/2 FR ODSEC30 GA MODIFY SELDINGER NEEDLE STERILE LATEX FREE DISPOSABLE,0300-03217,,272,,,342, -   , -   ,137
345,27201356,27201356,CATHETER EMBOLECTOMY 80CM 4FR 10.5MM LEMAITRE 1 LUMEN BALLOON .75ML,0310-00251,,272,,,423, -   , -   ,169
346,27201357,27201357,HC DIAGNOSTIC CATHETER,,,272,C1887,,135, -   , -   ,54
347,27201359,27201359,RETRIEVER ENDOSCOPIC RESCUENET PROMESH OMNILOOP L5.5 CM X W3 CM L230 CM OD2.5 MM RETRIEVAL NET FOREIGN BODY REMOVAL GREATER VISIBILITY ULTRA STRONG BLUE,3100-06758,,272,,,436, -   , -   ,174
348,27201360,27201360,HC BRUSH MICRIOBIOLOGY-DISPOSABLE,,,272,,,228, -   , -   ,91
349,27201361,27201361,TOGA SURGICAL FLYTE SURGICOOL PEEL-AWAY XL ZIPPER,0970-00131,,272,,,315, -   , -   ,126
350,27201363,27201363,TOGA SURGICAL FLYTE SURGICOOL 2XL ZIPPER PEEL AWAY,0970-00132,,272,,,487, -   , -   ,195
351,27201364,27201364,CATHETER EMBOLECTOMY 40CM 5FR FOGARTY 1 LUMEN BALLOON,0310-00250,,272,,,242, -   , -   ,97
352,27201366,27201366,INTRODUCER SHEATH 6FR 4FR 7.5CM 60CM 1 EXTRA STIFF FLOPPY PLATINUM TIP RADIOPAQU,0360-00052,,272,C1894,,296, -   , -   ,118
353,27201368,27201368,GUIDEWIRE ENDOSCOPIC VISIGLIDE FLUORINE HYDROPHILIC STRAIGHT L2700 MM OD.035 IN ODSEC.025 IN BILIARY PANCREAS KINK RESISTANT SUPER ELASTIC DISPOSABLE,0900-11182,,272,,,512, -   , -   ,205
354,27201369,27201369,GUIDEWIRE ENDOSCOPIC VISIGLIDE FLUORINE HYDROPHILIC STRAIGHT L4500 MM OD.035 IN ODSEC.025 IN BILIARY PANCREAS KINK RESISTANT SUPER ELASTIC DISPOSABLE,0900-11183,,272,,,512, -   , -   ,205
355,27201375,27201375,HC END-TIDAL CO2 DETECTOR,,,272,,,225, -   , -   ,90
356,27201378,27201378,HC SCLERO NEEDLE-DISPOSABLE,,,272,,,216, -   , -   ,86
357,27201390,27201390,HC KIT ARROW CVC CATH,,,272,,,195, -   , -   ,78
358,27201391,27201391,FORCEPS GRASPING POLYGRAB WIDE L230 CM W20 MM OD2.8 MM 3 PRONG TRIPOD CHANNEL RINGE STERILE DISPOSABLE,3100-06759,,272,,,"1,045", -   , -   ,418
359,27201393,27201393,NEEDLE ASPIRATION L1400 MM L80 MM OD2.2 MM ODSEC22 GA WITHOUT SIDEHOLE,0900-11185,,272,,,"1,098", -   , -   ,439
360,27201394,27201394,CATHETER BALLOON DILATATION ATLAS .035 IN L120 CM L2 CM OD7 FR ODSEC14 MM GOLD PTA GUIDEWIRE NONSTERILE DISPOSABLE,0310-03016,,272,,,"1,107", -   , -   ,443
361,27201395,27201395,GUIDEWIRE VASCULAR FIGHTER SENTAI STAINLESS STEEL POLYMER HYDROPHILIC PTFE STRAIGHT L300 CM L3.5 CM OD.014 IN SPRING COIL CORE TO TIP RADIOPAQUE STERILE LATEX FREE DISPOSABLE,2820-00210,,272,,,481, -   , -   ,192
362,27201397,27201397,GUIDEWIRE VASCULAR SENTAI HORNET 14 STAINLESS STEEL HYDROPHILIC PTFE L300 CM L15 CM OD.008 IN SPRING COIL CORE TO TIP RADIOPAQUE STERILE LATEX FREE DISPOSABLE,2820-00211,,272,,,481, -   , -   ,192
363,27201398,27201398,CATHETER BALLOON DILATATION CRE PEBAX L240 CM L5.5 CM OD7.5 FR ODSEC12-15 MM ESO,0330-00053,,272,,,736, -   , -   ,294
364,27201402,27201402,CATHETER VASCULAR TURNPIKE L150 CM OD2.2-3.1 FR ODSEC1.6 FR LOW PROFILE MULTILAYER SHAFT FLEXIBLE TAPER TIP ACCEPTS .014- IN GUIDEWIRE,2940-74258,,272,,,"1,936", -   , -   ,774
365,27201407,27201407,HC SPLINT ONE-STEP 3X12,,,272,,, -   , -   , -   , -   
366,27201412,27201412,CATH INTRAUTERINE (L,,,272,,,338, -   , -   ,135
367,27201414,27201414,CATHETER BALLOON DILATATION CRE PEBAX L240 CM L5.5 CM OD7.5 FR ODSEC18-20 MM ESO,0330-00055,,272,,,736, -   , -   ,294
368,27201415,27201415,SPLINT ONE-STEP 3X35 076335 (P,,,272,,,177, -   , -   ,71
369,27201422,27201422,CATHETER BALLOON DILATATION CRE PEBAX L240 CM L5.5 CM OD7.5 FR ODSEC6-8 MM ESOPH,0330-00050,,272,,,736, -   , -   ,294
370,27201423,27201423,SPLINT ONE-STEP 4X15 076415 (A,,,272,,, -   , -   , -   , -   
371,27201433,27201433,SPLINT ONE-STEP 4X30 076430 (P,,,272,,,174, -   , -   ,70
372,27201445,27201445,CATHETER ULTRASOUND SOUNDSTAR 3D L90 CM OD8 FR TIP OVERLAY GREEN SIEMENS SEQUOIA CYPRESS ACUSON X300 X700,REPR-00178,,272,,,"4,486", -   , -   ,"1,794"
373,27201448,27201448,CATHETER BALLOON DILATATION CRE PEBAX L180 CM L8 CM OD6 FR ODSEC10-12 MM ESOPHAG,0330-00058,,272,,,649, -   , -   ,260
374,27201449,27201449,SPLINT ONE-STEP 5X30 076530 (P,,,272,,,228, -   , -   ,91
375,27201450,27201450,OBTURATOR LAPAROSCOPIC WECK VISTA OD8 MM BLADELESS STERILE LATEX FREE DISPOSABLE,3110-00005,,272,,,200, -   , -   ,80
376,27201452,27201452,TUBING SECONDARY ALARIS 20 GTT L41 IN 10 ML INTRAVENOUS SPIN MALE LUER LOCK HANGER VENTED/NONVENTED INFUSION LATEX FREE,1340-00329,,272,,, -   , -   , -   , -   
377,27201453,27201453,CANNULA NASAL OYGEN 1310,,,272,,, -   , -   , -   , -   
378,27201455,27201455,CATHETER BALLOON DILATATION CRE PEBAX L180 CM L8 CM OD6 FR ODSEC12-15 MM ESOPHAG,0330-00059,,272,,,649, -   , -   ,260
379,27201456,27201456,SPLINT ONE-STEP 5X45 076545 (A,,,272,,,254, -   , -   ,102
380,27201459,27201459,HC SLNG ORTH ARM SM MED DUCK CLTH 733301,,,272,,,112, -   , -   ,45
381,27201460,27201460,HC SLNG ORTH LG XL CLTH DUCK FLNL 733301,,,272,,,122, -   , -   ,49
382,27201461,27201461,HC Y-SITE BLOOD TUBING,,,272,,, -   , -   , -   , -   
383,27201462,27201462,HC SPRT ORTH 3IN REG RT WRST VLCR 733301,,,272,,,203, -   , -   ,81
384,27201464,27201464,HC IV START SUPPLIES,,,272,,, -   , -   , -   , -   
385,27201466,27201466,HC SPRT ORTH LG MTL RT WRST 3.5IN 733301,,,272,,,206, -   , -   ,82
386,27201467,27201467,HC SPRT ORTH LG MTL LT WRST 3.5IN 733301,,,272,,,206, -   , -   ,82
387,27201469,27201469,HC DISP. SPHINCTERTOME,,,272,,,746, -   , -   ,298
388,27201470,27201470,HC SPLNT RLYN THK1/8IN LG ORTH 733301,,,272,,,277, -   , -   ,111
389,27201472,27201472,HC PROT SM VLFM EXTR MUL PODUS 43141,,,272,,,227, -   , -   ,91
390,27201477,27201477,HC SOEHENDRA BILIARY DILATATION CAT,,,272,,,301, -   , -   ,120
391,27201482,27201482,HC ARROW 9.0FR INTRODUCER KIT,,,272,,,301, -   , -   ,120
392,27201485,27201485,HC ERCP CANNULA DISPOSABLE,,,272,,,364, -   , -   ,146
393,27201489,27201489,CATHETER BALLOON DILATATION CRE PEBAX L180 CM L8 CM OD6 FR ODSEC6-8 MM ESOPHAGEA,0330-00056,,272,,,649, -   , -   ,260
394,27201491,27201491,HC KARAYA POWDER,,,272,A4371,, -   , -   , -   , -   
395,27201497,27201497,CATHETER BALLOON DILATATION CRE PEBAX L180 CM L8 CM OD6 FR ODSEC8-10 MM ESOPHAGE,0330-00057,,272,,,649, -   , -   ,260
396,27201504,27201504,HC TOOMEY SYRINGE 70CC,,,272,,, -   , -   , -   , -   
397,27201512,27201512,HC FOLEY CATH KIT,,,272,,, -   , -   , -   , -   
398,27201522,27201522,HC SPLINT ANKLE RICE,,,272,,,267, -   , -   ,107
399,27201524,27201524,HC NASAL CANNULA,,,272,,, -   , -   , -   , -   
400,27201532,27201532,HC NON-REBREATHER O2 MASK,,,272,,, -   , -   , -   , -   
401,27201541,27201541,HC LEG DRAINAGE BAG/LG.,,,272,A4358,, -   , -   , -   , -   
402,27201552,27201552,AMBU BAG L/D,,,272,,,327, -   , -   ,131
403,27201555,27201555,CASTING TAPE 4 72004 (P-ER),,,272,,, -   , -   , -   , -   
404,27201558,27201558,HC LEG DRAINAGE BAG/MED,,,272,A4358,,16, -   , -   ,6
405,27201559,27201559,HLS Set Advanced 7.0 with BIOLINE Coating for CARDIOHELP,0960-00595,,272,,,"44,821", -   , -   ,"17,928"
406,27201561,27201561,HLS Set Advanced 5.0 with BIOLINE Coating for CARDIOHELP,0960-00596,,272,,,"44,821", -   , -   ,"17,928"
407,27201563,27201563,CASTING TAPE 5 82005 (P-ER),,,272,,, -   , -   , -   , -   
408,27201573,27201573,BANDAGE COMPRESSION ESMARK L3 YD X W4 IN LATEX FREE,1410-00218,,272,,, -   , -   , -   , -   
409,27201575,27201575,HANDPIECE PULSED LAVAGE INTERPULSE SUCTION COAXIAL HIGH FLOW TIP BATTERY POWER LATEX FREE,0900-01222,,272,,,349, -   , -   ,140
410,27201584,27201584,HC SHEATH INTRO 33CM 12FR 4.7MM 4 (AKA L2820-00214),,,272,,,"1,527", -   , -   ,611
411,27201585,27201585,HC SHEATH INTRO 33CM 14FR 5.3MM (AKA L2820-00215),,,272,,,"1,419", -   , -   ,568
412,27201587,27201587,HC SHEATH INTRO 33CM 16FR 6.1MM (AKA L2820-00216),,,272,,,"1,419", -   , -   ,568
413,27201589,27201589,HC SHEATH INTRO 33CM 18FR 6.7MM 6 (AKA L2820-00217),,,272,,,"2,063", -   , -   ,825
414,27201591,27201591,HC SHEATH INTRO 33CM 20FR 7.5MM (AKA L2820-00218),,,272,,,"1,916", -   , -   ,766
415,27201595,27201595,PACK NEUROSURGERY FOR MRH,1600-02110,,272,,,545, -   , -   ,218
416,27201597,27201597,CATHETER BALLOON DILATATION .035IN 8FR 12MM 75CM 4CM PERIPHERAL PTA GUIDEWIRE CO,0310-00379,,272,,,651, -   , -   ,260
417,27201604,27201604,CATHETER BALLOON DILATATION UROMAX ULTRA HYDROPLUS .038 IN L75 CM L4 CM OD5.8 FR,2000-00053,,272,C1726,,873, -   , -   ,349
